Duration,Start station number,End station number,Bike number,Member type
942,31104,31229,W00482,Member
695,31401,31111,W00762,Member
305,31201,31229,W00689,Member
2428,31010,31200,W00340,Member
564,31224,31214,W01041,Member
384,31613,31619,W00471,Member
363,31613,31619,W00632,Member
165,31202,31101,W00311,Member
861,31200,31103,W00475,Member
198,31201,31214,W00708,Member
226,31602,31401,W00806,Member
1481,31616,31200,W00229,Member
1516,31616,31200,W00995,Casual
198,31608,31606,W00092,Member
198,31608,31606,W00958,Member
518,31205,31201,W01985,Member
269,31105,31111,W00268,Member
397,31305,31104,W00758,Member
444,31305,31104,W00211,Member
168,31013,31007,W00401,Member
321,31103,31602,?(0xFFFFFFFFEB7B5641),Member
358,31602,31602,?(0xFFFFFFFFEB7B5641),Member
362,31107,31104,W00027,Member
471,31623,31611,W00274,Member
381,31212,31216,W01083,Member
324,31101,31201,W00990,Member
223,31107,31104,W00435,Member
257,31103,31229,W00909,Casual
303,31618,31613,W00042,Member
339,31104,31602,W00387,Member
335,31104,31602,W00027,Member
590,31107,31202,W00043,Casual
361,31102,31111,W00933,Member
367,31102,31111,W00421,Member
480,31300,31305,W00938,Member
910,31229,31228,W00482,Member
746,31103,31400,W00697,Member
734,31103,31400,W00038,Member
587,31006,31011,W01068,Member
1595,31225,31618,W00030,Casual
367,31109,31214,W00120,Member
603,31109,31229,W00226,Member
714,31100,31214,W01099,Member
1899,31208,31110,W00694,Casual
1834,31208,31110,W00039,Casual
1821,31208,31110,W00397,Casual
1805,31208,31110,W00060,Casual
1793,31208,31110,W00446,Casual
191,31101,31111,W00840,Member
1517,31503,31201,W00362,Casual
193,31103,31104,W00222,Member
304,31106,31103,W00133,Member
616,31401,31229,W00907,Member
861,31107,31101,?(0xFFFFFFFF9A5FEA16),Casual
246,31103,31229,W00475,Member
552,31107,31101,W00853,Casual
938,31103,31205,W00133,Member
567,31304,31106,W00725,Member
1492,31229,31618,W00226,Member
575,31107,31111,W00988,Member
134,31607,31606,W00343,Member
137,31607,31606,W01082,Member
1196,31213,31613,W00932,Casual
1175,31213,31613,W01084,Casual
390,31214,31103,W00564,Member
387,31303,31301,W00025,Casual
327,31204,31221,W01027,Member
592,31104,31107,W00118,Member
493,31107,31111,W00544,Member
496,31107,31111,W00455,Member
970,31202,31212,W00961,Member
620,31400,31107,W00038,Member
403,31221,31204,W00487,Member
267,31107,31104,W00118,Member
469,31216,31212,W01083,Member
209,31613,31618,W00042,Member
362,31207,31602,W00414,Member
360,31214,31111,W00120,Member
251,31229,31111,W00224,Casual
1066,31611,31228,W00856,Member
263,31203,31214,W00946,Member
249,31101,31105,W00311,Member
494,31104,31106,W00844,Casual
245,31400,31401,W00191,Member
244,31400,31401,W00502,Member
904,31228,31229,W00482,Member
1424,31200,31202,W00998,Member
224,31104,31106,W00758,Casual
163,31106,31104,W00758,Member
336,31104,31104,W00118,Casual
297,31229,31109,W00543,Member
675,31111,31107,W00544,Member
661,31111,31107,W00511,Member
200,31105,31207,W00443,Member
982,31205,31103,W00724,Member
316,31200,31202,W00719,Member
208,31214,31201,W00589,Member
572,31101,31109,W00851,Casual
905,31102,31107,W00322,Member
425,31104,31107,W00222,Member
221,31101,31214,?(0xFFFFFFFF9A5FEA16),Member
171,31104,31106,W00118,Casual
443,31107,31400,W00544,Member
264,31105,31107,W00789,Member
3450,31603,31228,W00169,Casual
455,31611,31623,W00115,Member
3269,31603,31228,W00638,Casual
173,31007,31013,W00401,Member
437,31111,31101,W00762,Member
3029,31603,31228,W01104,Casual
1996,31104,31208,W00758,Casual
365,31111,31229,W00988,Member
1923,31104,31208,W00740,Casual
1810,31104,31208,W00760,Casual
1726,31104,31208,W00252,Casual
1740,31104,31208,W00211,Casual
22912,31104,31208,W00435,Casual
750,31225,31101,W00877,Member
231,31111,31202,W00933,Member
1105,31222,31104,W00896,Member
320,31101,31200,W00877,Member
422,31200,31101,W00877,Member
817,31227,31237,W00409,Member
411,31200,31220,W00340,Member
1264,31108,31221,W00838,Member
198,31605,31613,W00827,Member
749,31107,31200,W00222,Member
279,31613,31605,W00827,Member
644,31107,31100,W00322,Member
337,31002,31013,W00852,Member
1804,31400,31225,W00286,Member
1105,31400,31217,W00886,Member
253,31013,31002,W00401,Member
740,31105,31205,W00493,Member
1637,31212,31212,W01083,Member
609,31622,31623,W01087,Member
396,31200,31237,W00222,Member
336,31109,31201,W00172,Member
660,31606,31623,W00194,Member
1620,31401,31218,W00806,Member
441,31610,31622,W00156,Member
225,31218,31609,W00805,Member
1442,31300,31227,W00253,Member
355,31103,31200,W00724,Member
275,31201,31229,W00990,Member
511,31237,31237,W00142,Casual
954,31107,31238,W00038,Member
385,31619,31613,W00555,Casual
501,31229,31201,W00218,Member
247,31112,31104,W01071,Member
983,31606,31610,W01082,Casual
270,31214,31101,W00890,Member
304,31103,31101,W00564,Member
353,31619,31618,W00632,Member
4987,31204,31219,W00580,Casual
896,31112,31205,W01120,Member
4826,31204,31219,W01004,Casual
855,31201,31206,W00218,Member
224,31400,31602,W00544,Member
450,31214,31237,W00325,Member
223,31229,31201,W00990,Member
200,31619,31610,W00485,Member
2924,31600,31600,W01091,Casual
515,31214,31503,W00708,Member
1077,31602,31104,?(0xFFFFFFFFEB7B5641),Casual
9484,31216,31216,W00562,Casual
672,31503,31212,W00357,Member
2378,31006,31009,W00547,Casual
2367,31006,31009,W00032,Casual
9227,31216,31216,W00429,Casual
312,31223,31219,W01066,Member
680,31619,31613,W00736,Casual
477,31305,31106,W01031,Member
1291,31500,31228,W01033,Member
1159,31106,31223,W00621,Member
264,31610,31619,W00485,Member
784,31108,31600,W00203,Member
376,31229,31200,W00988,Member
392,31237,31200,W00222,Member
317,31602,31107,W00542,Member
580,31104,31200,W00896,Member
999,31205,31236,W00601,Casual
7016,31013,31236,W00196,Casual
1112,31223,31620,W00621,Member
6957,31013,31236,W00712,Casual
1050,31109,31106,W00851,Member
1203,31301,31105,W00025,Member
267,31620,31228,W00782,Member
1872,31204,31618,W00973,Casual
1818,31204,31618,W00411,Casual
782,31229,31107,W00482,Member
404,31207,31223,W00744,Member
555,31601,31618,W00734,Member
404,31203,31109,W00270,Member
990,31504,31102,W00798,Casual
6115,31222,31222,W00803,Casual
660,31011,31006,W01011,Member
319,31107,31105,W00511,Member
535,31503,31228,W00989,Member
232,31101,31214,W00473,Member
840,31203,31206,W01028,Member
929,31619,31227,W00570,Member
967,31224,31235,W00094,Casual
1764,31106,31217,W00725,Member
407,31223,31222,W00768,Member
1719,31214,31610,W00946,Casual
561,31201,31111,W01985,Casual
894,31224,31235,W00748,Casual
714,31503,31200,W00708,Member
271,31201,31212,W00604,Member
756,31102,31203,W00683,Member
562,31110,31104,W00628,Member
729,31102,31203,W00661,Member
1633,31106,31303,W01031,Member
201,31200,31200,W00479,Member
409,31109,31228,W00087,Member
309,31200,31229,W00995,Member
688,31600,31101,W01101,Member
336,31200,31229,W00229,Member
362,31208,31605,W00193,Member
598,31618,31606,W00632,Member
339,31208,31605,W00760,Member
250,31203,31213,W00332,Member
1027,31104,31225,?(0xFFFFFFFFEB7B5641),Member
560,31105,31213,W00511,Member
455,31105,31203,W00311,Member
11502,31006,31006,W01011,Casual
3132,31200,31217,W00708,Casual
807,31602,31200,W00940,Member
705,31613,31619,W00736,Casual
1644,31618,31202,W00101,Casual
11369,31006,31006,W00303,Casual
1612,31618,31202,W01051,Member
350,31605,31605,W00827,Member
338,31214,31221,W01041,Member
2884,31200,31217,W00988,Casual
344,31107,31104,W00542,Member
1001,31613,31619,W00555,Casual
459,31212,31201,W00604,Member
338,31203,31224,W00683,Member
170,31600,31620,W00203,Member
82,31200,31200,W01081,Member
1183,31619,31101,W00615,Member
852,31217,31223,W00886,Member
483,31200,31110,W00479,Member
429,31203,31212,W00311,Member
1061,31603,31213,W00464,Member
1503,31107,31228,W00482,Casual
13158,31237,31219,W00409,Casual
937,31609,31607,W01044,Member
1609,31302,31111,W00820,Casual
334,31503,31111,W00550,Member
21345,31400,31400,W00236,Casual
12917,31237,31219,W00142,Casual
562,31106,31200,W00350,Casual
550,31106,31200,W00656,Casual
670,31200,31204,W00940,Member
771,31105,31200,W00148,Member
542,31105,31200,W00025,Member
844,31226,31200,W00062,Casual
361,31103,31106,W00786,Member
631,31202,31219,W01051,Member
556,31226,31200,W00136,Casual
401,31111,31214,W01985,Member
875,31110,31223,W00082,Member
1038,31104,31104,W01071,Member
6978,31112,31215,W00535,Casual
1057,31107,31402,W00789,Member
558,31104,31214,W00446,Casual
1152,31505,31110,W00996,Member
6806,31112,31215,W00225,Casual
370,31229,31200,W00897,Member
223,31214,31221,W01099,Member
3461,31604,31616,W00163,Casual
3461,31604,31616,W00927,Casual
1285,31501,31102,W00813,Member
2673,31702,31702,W00776,Casual
301,31101,31203,W00877,Member
1306,31228,31500,W01033,Member
411,31110,31201,W00694,Member
323,31607,31601,W01044,Member
2391,31702,31702,W01074,Casual
6790,31613,31222,W00932,Casual
3497,31106,31225,W00186,Casual
3458,31106,31225,W00844,Casual
1607,31616,31102,W00448,Casual
337,31104,31107,W00896,Casual
9988,31607,31607,W00400,Casual
190,31605,31610,W00827,Member
6519,31613,31222,W00472,Casual
702,31002,31006,W00401,Member
1061,31102,31225,W00282,Member
696,31002,31006,W00579,Member
2306,31305,31011,W01053,Member
1124,31102,31225,W01062,Member
787,31401,31216,W00674,Member
549,31203,31110,W00661,Member
1323,31619,31238,W00555,Member
1354,31303,31237,W00166,Casual
782,31606,31618,W00239,Member
788,31606,31618,W00092,Member
1300,31619,31238,W00736,Member
195,31200,31214,W00025,Member
952,31102,31228,W00717,Member
1648,31203,31226,W00877,Member
954,31102,31228,W00204,Member
6250,31235,31219,W00094,Casual
6222,31235,31219,W00994,Casual
911,31109,31237,W00270,Member
440,31103,31200,W00514,Member
1794,31301,31600,W00597,Casual
2460,31200,31228,W01081,Member
4062,31504,31218,W00067,Casual
528,31201,31237,W00694,Member
734,31303,31305,W00333,Member
420,31212,31214,W00311,Member
433,31222,31223,W00768,Member
928,31200,31101,W00136,Casual
905,31200,31101,W00148,Casual
3811,31504,31218,W00729,Casual
1785,31618,31221,W00030,Member
379,31200,31229,W00897,Member
1092,31101,31215,W00762,Member
1068,31101,31215,W00957,Member
1275,31618,31100,W00070,Member
2392,31618,31201,W00361,Casual
1268,31618,31100,W00042,Member
541,31101,31200,W01101,Member
486,31400,31107,W00916,Member
354,31107,31602,W00896,Member
433,31101,31200,W00352,Member
361,31618,31623,W00226,Member
1033,31605,31604,W00760,Member
1008,31605,31604,W00193,Member
1805,31237,31227,W00166,Casual
470,31101,31401,W00615,Member
303,31619,31607,W00471,Member
9140,31013,31216,W00852,Casual
1075,31402,31104,W01072,Member
549,31237,31110,W00694,Member
906,31200,31107,W00514,Member
2148,31200,31225,W00062,Casual
246,31401,31400,W00618,Member
577,31607,31613,W00773,Member
578,31607,31613,W00127,Member
712,31616,31613,W00468,Member
236,31213,31214,W00464,Member
340,31223,31203,W00768,Member
215,31624,31600,W00846,Member
737,31206,31203,W01028,Member
1185,31107,31100,W00916,Member
207,31602,31107,W00561,Member
143,31104,31106,W01071,Member
597,31602,31229,W00896,Member
705,31602,31112,W00289,Member
1410,31607,31802,W00904,Member
862,31305,31107,W00938,Member
1370,31607,31802,?(0xFFFFFFFFEBA95C18),Member
1493,31200,31225,W00359,Casual
216,31110,31200,W00996,Member
562,31103,31201,W00724,Member
3824,31002,31002,W00918,Casual
886,31103,31237,W00105,Member
306,31104,31110,W00117,Member
5547,31222,31222,W00803,Casual
5461,31222,31222,W00238,Casual
645,31610,31624,W01075,Casual
959,31622,31219,W00156,Member
163,31604,31620,W00193,Member
638,31600,31200,W01091,Member
319,31104,31105,W00628,Member
309,31104,31105,W00640,Member
152,31112,31112,W00289,Member
435,31203,31227,W00006,Member
2514,31228,31222,W00063,Casual
2504,31228,31222,W00276,Casual
470,31110,31201,W00694,Member
464,31110,31201,W00117,Member
238,31607,31619,W00549,Member
325,31200,31201,W00996,Member
395,31212,31201,W01083,Member
1182,31104,31215,W01072,Casual
1185,31104,31215,W00542,Casual
1384,31237,31214,W00879,Member
441,31200,31201,W01101,Member
258,31201,31200,W00724,Member
841,31203,31602,W00768,Member
6706,31600,31600,W00597,Casual
2235,31228,31222,W01104,Casual
806,31203,31602,W00742,Member
962,31101,31111,W00136,Casual
928,31101,31111,W00567,Casual
215,31228,31227,W00482,Member
536,31401,31107,W00615,Member
278,31203,31212,W01028,Member
12125,31201,31235,W00362,Casual
6515,31600,31600,W00846,Casual
400,31107,31106,W00514,Member
1015,31104,31104,W00397,Member
194,31106,31104,W00132,Member
856,31602,31110,W00797,Member
1578,31602,31238,W00541,Member
2759,31011,31305,W00703,Member
931,31227,31200,W00166,Casual
2143,31802,31607,W00667,Member
1811,31802,31607,W00904,Member
488,31610,31607,W00946,Member
482,31610,31607,W00152,Member
673,31214,31112,W00473,Casual
611,31214,31112,W00311,Member
2658,31225,31225,W00745,Casual
128,31107,31107,W00561,Member
176,31201,31214,W01083,Member
172,31104,31106,W00132,Member
311,31602,31107,W00742,Member
1410,31610,31619,W01082,Casual
69,31400,31400,W00415,Member
669,31200,31225,W00352,Member
1395,31610,31619,W00145,Member
9244,31228,31228,W00915,Member
221,31302,31302,W00195,Member
616,31200,31225,W00453,Member
580,31400,31104,W00697,Member
922,31302,31304,W00701,Member
9172,31228,31228,W00087,Casual
402,31227,31620,W01012,Member
166,31101,31111,W00148,Member
1424,31624,31610,W00533,Casual
979,31604,31221,W00055,Member
684,31302,31304,W00908,Member
962,31604,31221,W00760,Member
344,31107,31602,W00615,Member
326,31107,31602,W00742,Member
269,31109,31202,W00543,Member
1543,31200,31303,W00166,Casual
292,31011,31010,W00978,Member
274,31214,31110,W01083,Member
801,31214,31228,W01985,Member
844,31236,31205,?(0x000000007C120F6A),Casual
520,31602,31106,W00027,Member
351,31620,31223,W00202,Member
463,31104,31224,W00397,Member
570,31613,31606,W01046,Casual
1303,31238,31225,W00541,Member
121,31227,31227,W00847,Member
1339,31305,31226,W00304,Member
1347,31305,31226,W00976,Member
626,31201,31227,W00172,Member
701,31111,31214,W00455,Casual
328,31200,31201,W00350,Member
610,31225,31221,W00352,Member
191,31229,31201,W00689,Member
597,31225,31221,?(0xFFFFFFFFEB7B5641),Member
1931,31618,31618,W00411,Casual
10344,31215,31303,W01094,Casual
1715,31111,31100,W00224,Member
1674,31623,31107,W00902,Member
390,31001,31002,W01010,Member
386,31001,31002,W01030,Member
697,31201,31101,W00986,Member
404,31229,31201,W00896,Member
852,31101,31215,W00564,Member
447,31619,31605,W00549,Member
657,31227,31203,W00829,Member
966,31200,31620,W00724,Member
526,31102,31106,W00813,Member
346,31107,31602,W00938,Member
1083,31102,31218,W00448,Member
896,31500,31624,W01000,Member
406,31000,31001,W00821,Member
803,31010,31011,W00951,Casual
2383,31609,31200,W00901,Casual
184,31009,31010,W00045,Member
641,31105,31110,W00628,Member
457,31102,31101,W00861,Member
2254,31609,31200,W00185,Casual
611,31010,31011,W00559,Casual
872,31201,31212,W00350,Member
558,31214,31222,W00879,Member
283,31619,31610,W00966,Member
588,31223,31218,W00082,Member
264,31619,31610,W00485,Member
3505,31601,31606,W00445,Casual
252,31619,31610,W00145,Member
415,31605,31607,W00790,Member
151,31622,31611,W00306,Member
6707,31235,31217,?(0x0000000026B3BBA8),Casual
9805,31229,31229,W00909,Member
6747,31235,31217,W00898,Casual
1415,31616,31616,W00804,Casual
1725,31006,31218,W00579,Member
1758,31202,31618,W00101,Casual
1733,31202,31618,W00543,Member
7241,31225,31200,W00062,Casual
7023,31225,31200,W00359,Casual
1134,31203,31611,W00829,Member
467,31110,31201,W00628,Member
1369,31214,31214,W00025,Member
698,31602,31102,W00768,Member
2422,31236,31112,W00196,Casual
6297,31235,31217,W00158,Casual
6353,31235,31217,W00700,Casual
2291,31236,31112,W01035,Casual
428,31221,31214,W00348,Member
350,31010,31011,W00978,Member
696,31623,31606,W00693,Member
362,31212,31201,W00350,Member
207,31010,31009,W00045,Member
210,31200,31214,W01091,Member
183,31602,31107,W00615,Member
179,31602,31107,W00742,Member
772,31200,31102,W00222,Member
309,31201,31200,W00896,Member
684,31606,31611,W00389,Member
368,31229,31111,W00475,Member
2307,31229,31618,W00888,Member
3221,31611,31217,W00174,Casual
2280,31229,31618,W00746,Member
958,31223,31110,W00202,Member
380,31223,31503,W00886,Member
673,31108,31608,W00747,Member
205,31611,31622,W00699,Member
162,31619,31607,W01082,Member
683,31011,31010,W00951,Casual
3023,31611,31217,W00306,Casual
229,31214,31200,W00455,Member
287,31214,31200,W00348,Member
1399,31300,31238,W01122,Member
135,31609,31609,W00302,Member
402,31214,31237,W01091,Member
131,31103,31104,W00984,Member
512,31011,31010,W01065,Casual
1553,31207,31610,W00755,Member
2667,31228,31227,W00705,Casual
2723,31228,31227,W00989,Casual
748,31300,31305,W00931,Member
2600,31228,31227,W00325,Casual
2622,31228,31227,W00782,Casual
80,31400,31400,W00618,Member
1402,31111,31226,W00820,Casual
474,31201,31223,W00996,Member
465,31111,31229,W00268,Casual
314,31203,31101,W00855,Member
410,31227,31205,W00172,Member
742,31620,31201,W00203,Member
7319,31610,31624,W00485,Casual
5952,31616,31616,W00163,Casual
408,31616,31605,W00566,Member
1417,31237,31111,W00553,Member
803,31618,31208,W00092,Casual
215,31607,31619,W01082,Member
349,31110,31201,W00202,Member
5738,31616,31616,W00927,Casual
1712,31228,31605,W01022,Casual
487,31225,31100,W00541,Member
5974,31238,31215,W01095,Casual
457,31110,31201,W00040,Member
1669,31228,31605,W00717,Casual
132,31229,31214,W00970,Member
1393,31227,31500,W00310,Member
1101,31228,31401,W00856,Member
1623,31228,31605,W00893,Casual
173,31105,31101,W01023,Member
1423,31613,31217,W00127,Member
5828,31238,31215,W00792,Casual
902,31108,31613,W00810,Member
404,31203,31223,W00466,Member
888,31108,31610,W00190,Member
198,31610,31605,W00966,Member
3645,31237,31109,W00270,Member
451,31611,31605,W00829,Member
1334,31104,31103,W00907,Member
1472,31206,31609,W00733,Member
1469,31206,31609,W00622,Member
1525,31105,31108,W01001,Member
1542,31606,31622,W00575,Casual
1889,31218,31006,W00579,Member
179,31237,31212,W00105,Member
273,31618,31623,W00543,Member
475,31212,31214,W01028,Member
156,31400,31102,W00618,Member
1592,31222,31606,W00472,Member
1596,31222,31606,W00932,Member
497,31200,31100,W00185,Member
328,31102,31229,W00222,Member
555,31608,31108,W00747,Member
8791,31602,31107,W00938,Member
6545,31108,31219,W00645,Casual
690,31602,31238,W00387,Member
1861,31200,31205,W00455,Member
7378,31217,31217,W00710,Casual
511,31237,31200,W01091,Casual
740,31300,31303,W00463,Member
1714,31002,31002,W00522,Member
7155,31217,31217,W00677,Casual
7130,31217,31217,w01117,Casual
158,31202,31201,W00945,Member
1532,31214,31104,W00446,Casual
137,31212,31212,W00105,Member
1041,31220,31229,W00402,Member
1405,31228,31225,W00204,Member
7013,31217,31217,W00102,Casual
376,31201,31101,W00361,Member
1156,31400,31228,W00415,Member
1436,31104,31222,W00655,Casual
1411,31104,31222,W00697,Member
348,31616,31600,W00804,Casual
2046,31228,31215,W01081,Casual
221,31214,31201,W00025,Member
338,31214,31203,W00970,Member
1066,31218,31623,W00512,Casual
374,31108,31208,W00747,Member
327,31401,31107,W00992,Member
414,31104,31107,W00229,Member
740,31606,31601,W00445,Casual
789,31104,31227,W00897,Member
199,31610,31605,W00827,Member
350,31200,31214,W01091,Member
1202,31110,31100,W00661,Casual
342,31200,31214,W00589,Member
324,31212,31214,W00357,Member
1545,31605,31228,W00893,Casual
1528,31605,31228,W00717,Casual
1510,31605,31228,W01022,Casual
6209,31106,31106,W00514,Casual
1652,31622,31613,W00575,Casual
4573,31216,31219,W00852,Casual
306,31107,31602,W00902,Member
461,31302,31305,W00981,Member
442,31302,31305,W00230,Member
6074,31106,31106,W00118,Casual
420,31223,31202,W00996,Member
661,31108,31219,W00941,Member
444,31237,31225,W00901,Member
460,31605,31616,W00566,Member
501,31200,31202,W00656,Member
663,31600,31616,W00846,Casual
4863,31619,31619,W01082,Casual
705,31613,31108,W00810,Member
508,31303,31302,W00607,Member
357,31205,31200,W01014,Member
692,31111,31200,W00825,Member
342,31602,31107,W00902,Member
388,31111,31229,W00588,Member
2287,31607,31607,W00667,Member
755,31227,31201,W00847,Member
752,31200,31105,W00896,Member
2730,31620,31504,W01036,Casual
322,31208,31108,W00747,Member
2708,31620,31504,W01012,Casual
731,31302,31236,W00807,Member
432,31201,31229,W00117,Member
432,31201,31229,W00392,Member
776,31100,31620,W00916,Member
767,31100,31620,W00224,Member
295,31103,31107,W00217,Member
1083,31228,31102,W00146,Member
1094,31228,31102,W00415,Member
274,31202,31201,W00998,Member
485,31602,31103,W00414,Member
979,31238,31102,W00387,Member
1714,31237,31228,w00059,Casual
925,31102,31620,W00768,Member
1120,31623,31213,W00801,Casual
1002,31623,31214,W00524,Member
708,31201,31227,W00350,Member
502,31200,31201,W01014,Casual
668,31224,31104,w00223,Member
998,31600,31619,W00741,Member
206,31200,31221,W00825,Member
1507,31623,31109,W00512,Casual
1348,31237,31228,W00572,Casual
378,31201,31229,W00990,Member
547,31613,31606,W00575,Casual
290,31201,31200,W00694,Member
229,31106,31104,W01071,Member
220,31106,31104,W00851,Member
278,31201,31202,W00847,Member
1099,31213,31104,W00756,Casual
1041,31213,31104,W00281,Member
491,31303,31300,W00726,Member
787,31402,31101,W00492,Member
162,31605,31610,W00829,Member
467,31203,31200,W00883,Member
461,31613,31622,W00049,Member
121,31001,31005,W01080,Member
573,31101,31503,W01023,Member
402,31620,31227,W00193,Member
179,31111,31202,W00550,Member
183,31214,31229,W00357,Member
463,31212,31203,W00839,Member
783,31609,31610,W00733,Member
770,31609,31610,W00873,Member
823,31610,31108,W00190,Member
392,31208,31605,W00435,Casual
277,31103,31229,W00414,Member
3592,31305,31200,W00036,Member
1913,31200,31200,W00062,Member
866,31204,31215,W00940,Casual
881,31219,31200,W00975,Member
249,31605,31610,W00549,Member
597,31215,31221,W01081,Member
692,31215,31214,W00437,Member
774,31204,31215,W00681,Casual
268,31103,31602,W00422,Casual
1142,31102,31238,W00618,Member
1606,31109,31205,W00512,Casual
308,31203,31101,W00970,Casual
292,31107,31401,W00992,Member
290,31104,31107,w00223,Member
908,31101,31500,W00492,Member
192,31223,31600,W00466,Member
363,31229,31201,W00117,Member
249,31229,31201,W00268,Member
585,31214,31202,W01091,Member
475,31205,31201,W00455,Member
1894,31622,31622,W00049,Casual
405,31202,31200,W00933,Member
351,31009,31007,W00913,Member
620,31201,31200,W00628,Casual
667,31611,31606,W00389,Member
415,31227,31203,W00325,Member
1710,31101,31302,W00986,Casual
363,31109,31101,W00637,Member
362,31221,31238,W01099,Member
956,31227,31237,W00482,Casual
605,31229,31205,W00588,Member
147,31200,31221,W00975,Member
519,31223,31111,W00744,Member
859,31227,31237,W00350,Casual
178,31600,31620,W00804,Member
300,31619,31610,W00741,Member
4172,31003,31003,W00676,Casual
242,31104,31106,W00851,Member
432,31303,31301,W00714,Member
195,31104,31106,W01071,Member
474,31500,31505,W00492,Member
289,31607,31619,W01121,Member
123,31104,31106,W00984,Member
505,31110,31237,?(0x000000002FD1067B),Member
592,31618,31620,W00746,Member
1341,31226,31203,W00606,Member
1022,31110,31104,W00039,Member
1013,31102,31623,W00657,Member
1003,31110,31104,W00479,Member
1131,31622,31613,W00699,Member
240,31229,31201,W00222,Member
319,31013,31001,W00848,Member
421,31218,31620,W00067,Member
877,31200,31104,W00564,Casual
212,31605,31610,W00827,Member
615,31229,31103,W00357,Member
533,31505,31617,W00492,Member
480,31202,31223,W00996,Member
882,31619,31613,W01121,Member
440,31610,31607,W00741,Member
755,31602,31207,W00959,Casual
1000,31303,31225,W00166,Casual
2364,31610,31229,W00533,Member
636,31214,31104,W00589,Member
199,31214,31213,W00437,Member
1162,31205,31218,W00512,Casual
2324,31610,31229,W00829,Member
726,31620,31622,W00804,Member
1441,31200,31200,W00628,Member
5321,31606,31236,W00632,Casual
1411,31213,31623,W00801,Casual
250,31201,31214,W00222,Member
1217,31304,31100,W00908,Member
610,31503,31203,W00953,Member
772,31503,31105,W00417,Member
866,31103,31401,W00907,Member
1688,31218,31602,W00806,Member
1016,31214,31225,W00524,Member
474,31610,31607,W00755,Member
512,31237,31200,W00950,Member
266,31212,31100,W00977,Member
858,31109,31207,W00319,Member
434,31302,31303,W00195,Member
220,31610,31605,W00827,Member
423,31104,31214,W00039,Member
714,31228,31205,W01985,Member
682,31228,31205,W00717,Member
890,31613,31620,W00468,Member
351,31221,31110,W00838,Casual
1160,31104,31302,W00589,Member
503,31200,31205,W00359,Member
1168,31300,31224,W00726,Member
272,31221,31214,W00546,Member
921,31606,31623,W00472,Member
297,31622,31607,W00804,Member
482,31213,31228,W00939,Member
644,31237,31110,W00482,Member
345,31606,31613,W00693,Member
538,31221,31101,W00975,Member
752,31104,31400,W00281,Member
472,31214,31202,W00222,Member
1540,31215,31215,W00287,Casual
353,31607,31619,W00741,Member
459,31105,31214,W00640,Member
1062,31228,31620,W00893,Member
289,31200,31110,W00933,Member
657,31112,31602,W00201,Member
182,31202,31214,W00181,Member
156,31202,31101,W00043,Member
346,31604,31228,W00910,Member
744,31220,31214,W00081,Member
3462,31229,31229,W00392,Casual
1174,31618,31203,W00101,Member
290,31604,31228,W00627,Member
1194,31221,31401,W00140,Member
519,31106,31101,W00044,Member
614,31214,31104,W00039,Member
1224,31200,31304,W00950,Casual
292,31607,31610,W00804,Member
733,31104,31110,W00756,Member
711,31104,31110,W00564,Member
282,31201,31229,W00689,Member
663,31110,31107,W00060,Member
1808,31221,31613,W00760,Member
926,31212,31602,W00704,Member
472,31607,31619,W00755,Member
692,31225,31200,W00524,Member
847,31219,31108,W01115,Member
339,31602,31400,W00422,Member
601,31200,31600,W00036,Member
463,31104,31107,W00446,Member
766,31103,31107,W00357,Member
343,31401,31602,W00907,Member
227,31107,31103,W00217,Member
841,31238,31200,W00316,Member
499,31204,31237,W00739,Member
1356,31104,31201,W00596,Casual
438,31201,31110,W00202,Member
1724,31102,31616,W00066,Casual
348,31111,31214,W00840,Member
341,31111,31214,W00475,Member
156,31620,31600,W00267,Member
482,31606,31619,W00958,Member
823,31208,31622,W00252,Casual
792,31208,31622,W00740,Casual
802,31622,31600,W00084,Member
578,31214,31103,?(0xFFFFFFFF9A5FEA16),Member
178,31214,31202,W00475,Member
640,31302,31106,W00589,Member
2315,31619,31613,W00128,Member
200,31602,31401,W00806,Member
614,31218,31616,W00512,Member
820,31201,31237,W00117,Member
243,31619,31607,W00930,Member
332,31600,31227,W00836,Member
532,31106,31103,W00786,Member
920,31624,31500,W00885,Member
705,31102,31227,W00798,Member
744,31201,31212,W00268,Member
741,31201,31212,W00998,Member
568,31602,31101,W00201,Member
871,31305,31401,W00333,Member
1053,31228,31604,W00087,Member
1111,31302,31401,W00986,Member
154,31011,31007,W01053,Member
253,31101,31214,W00861,Member
813,31105,31224,W00483,Member
258,31202,31229,W00222,Member
526,31214,31103,W00464,Member
1051,31623,31607,W00194,Member
1126,31108,31619,W00190,Member
559,31229,31216,W00990,Member
557,31104,31214,W00039,Member
261,31401,31602,W00992,Member
913,31201,31223,W00604,Member
149,31007,31011,W01053,Member
938,31305,31107,W00057,Member
346,31607,31619,W00904,Member
172,31202,31214,W01091,Member
203,31110,31200,W00756,Member
802,31503,31200,W00198,Member
297,31223,31203,W00010,Member
888,31227,31613,W00836,Member
754,31200,31503,W00353,Member
57034,31101,31203,W00201,Casual
332,31229,31201,W00392,Member
428,31622,31623,W00612,Member
273,31613,31618,W00128,Member
259,31221,31200,W00923,Member
479,31110,31201,W00933,Member
471,31214,31205,W00640,Member
4810,31200,31201,W01013,Member
